date,% Iron Feed,% Silica Feed,Starch Flow,Amina Flow,Ore Pulp Flow,Ore Pulp pH,Ore Pulp Density,Flotation Column 01 Air Flow,Flotation Column 02 Air Flow,Flotation Column 03 Air Flow,Flotation Column 04 Air Flow,Flotation Column 05 Air Flow,Flotation Column 06 Air Flow,Flotation Column 07 Air Flow,Flotation Column 01 Level,Flotation Column 02 Level,Flotation Column 03 Level,Flotation Column 04 Level,Flotation Column 05 Level,Flotation Column 06 Level,Flotation Column 07 Level,% Iron Concentrate,% Silica Concentrate
3/10/2017 3:00,"55,2","16,98","3391,21","584,9","401,016","100,824","170,771","248,807","248,379","248,939","295,096","306,4","250,269","251,576","444,584","422,54","448,154","464,353","447,508","461,574","440,993","66,97","1,27"
3/10/2017 3:00,"55,2","16,98","3383,2","573,181","398,013","100,819","170,806","249,027","247,335","248,511","295,096","306,4","250,269","248,829","456,771","434,038","448,258","466,443","454,947","452,25","439,947","66,97","1,27"
3/10/2017 3:00,"55,2","16,98","3430,47","569,336","395,347","100,813","17,084","249,324","245,413","249,203","295,096","306,4","250,192","251,213","453,818","445,279","452,194","464,414","462,11","463,338","462,182","66,97","1,27"
3/10/2017 3:00,"55,2","16,98","3611,62","573,578","394,717","100,807","170,874","249,379","249,796","250,796","295,096","306,4","249,895","251,554","452,967","430,07","448,637","453,298","465,771","479,718","480,031","66,97","1,27"
3/10/2017 3:00,"55,2","16,98","3747,27","575,134","400,811","100,801","170,909","248,95","253,378","251,675","295,096","306,4","249,763","249,565","449,939","437,691","439,44","448,476","470,642","476,414","484,498","66,97","1,27"
3/10/2017 3:00,"55,2","16,98","3649,9","576,05","401,147","100,795","170,943","249,027","250,884","252,323","295,096","306,4","250,126","251,642","439,529","442,901","440,945","445,234","461,855","453,846","473,684","66,97","1,27"
3/10/2017 3:00,"55,2","16,98","3450,49","577,087","396,167","100,789","170,978","248,862","248,401","251,697","295,096","306,4","250,345","248,456","456,445","442,818","439,757","422,439","445,25","439,258","456,55","66,97","1,27"
3/10/2017 3:00,"55,2","16,98","3396,39","575,043","403,14","100,783","171,012","248,522","249,049","249,807","295,096","306,4","250,411","250,554","457,496","432,426","442,511","425,271","428,121","442,646","442,98","66,97","1,27"
3/10/2017 3:00,"55,2","16,98","3402,15","579,041","401,66","100,777","171,046","249,027","251,675","248,796","295,096","306,4","249,884","251,202","454,368","444,712","446,993","442,674","416,778","451,858","429,516","66,97","1,27"
3/10/2017 3:00,"55,2","16,98","3426,76","579,193","400,415","100,771","171,081","249,324","248,698","248,511","295,096","306,4","249,247","248,555","450,189","462,949","451,715","437,012","406,477","452,026","414,371","66,97","1,27"
3/10/2017 3:00,"55,2","16,98","3436,04","577,362","403,433","100,766","171,115","249,532","248,566","248,357","295,096","306,4","249,543","249,5","458,723","455,389","458,752","441,15","400,09","440,85","417,68","66,97","1,27"
3/10/2017 3:00,"55,2","16,98","3424,9","577,667","399,99","100,766","17,115","249,543","253,015","249,225","295,096","306,4","249,752","248,456","456,62","447,401","461,178","444,02","401,327","434,659","411,476","66,97","1,27"
3/10/2017 3:00,"55,2","16,98","3418,07","579,163","398,994","100,778","171,184","249,829","256,608","251,367","295,096","306,4","249,609","249,554","451,516","457,939","451,388","443,689","408,681","450,01","416,745","66,97","1,27"
3/10/2017 3:00,"55,2","16,98","3424,61","577,637","400,005","100,789","171,219","250,137","253,477","251,213","295,096","306,4","250,378","252,114","439,854","453,861","446,18","454,979","424,736","463,086","425,132","66,97","1,27"
3/10/2017 3:00,"55,2","16,98","3435,84","580,933","400,21","100,801","171,253","250,708","249,203","251,082","295,096","306,4","251,653","254,85","439,904","467,592","450,254","460,508","435,478","463,758","431,422","66,97","1,27"
3/10/2017 3:00,"55,2","16,98","3470,51","584,32","394,395","100,813","171,287","250,4","248,247","251,367","295,096","306,4","251,213","253,411","453,492","499,626","452,228","456,929","449,44","464,43","443,972","66,97","1,27"
3/10/2017 3:00,"55,2","16,98","3529,39","584,717","399,858","100,825","171,322","249,983","251,62","250,367","295,096","306,4","251,158","252,356","461,625","502,459","456,922","441,227","451,754","470,114","469,934","66,97","1,27"
3/10/2017 3:00,"55,2","16,98","3608,5","584,076","401,968","100,836","171,356","250,653","253,762","248,511","295,096","306,4","251,818","249,39","445,259","480,823","446,561","431,992","461,062","456,422","492,363","66,97","1,27"
3/10/2017 3:00,"55,2","16,98","3712,79","582,886","395,127","100,848","171,391","251,367","250,895","248,203","295,096","306,4","251,938","247,994","447,361","452,589","445,454","466,388","474,805","452,194","484,995","66,97","1,27"
3/10/2017 3:00,"55,2","16,98","3741,21","584,167","402,583","10,086","171,425","251,136","249,082","248,785","295,096","306,4","251,521","251,631","461,325","430,014","441,974","482,93","485,35","436,763","461,767","66,97","1,27"
3/10/2017 3:00,"55,2","16,98","3753,91","586,548","415,723","100,872","17,146","250,708","242,798","250,928","295,096","306,4","251,807","253,345","456,445","427,07","438,12","477,34","489,64","418,92","445,27","66,97","1,27"
3/10/2017 3:00,"55,2","16,98","3740,92","587,189","407,725","100,883","171,494","250,785","244,028","251,235","295,096","306,4","251,653","253,806","453,818","428,46","440,195","474,06","490,799","429,116","451,063","66,97","1,27"
3/10/2017 3:00,"55,2","16,98","3687,4","584,747","397,075","100,895","171,528","251,235","246,775","251,345","295,096","306,4","251,521","253,663","449,113","431,236","443,672","468,38","494,493","464,318","464,526","66,97","1,27"
3/10/2017 3:00,"55,2","16,98","3622,56","582,275","404,883","100,907","171,563","251,653","247,939","250,104","295,096","306,4","251,268","249,961","448,037","431,005","442,025","464,083","497,552","500,606","482,682","66,97","1,27"
4/29/2017 10:00,"53,64","19,08","2301,39","518,174","394,415","100,396","177,881","301,084","299,153","298,828","299,846","298,886","300,002","296,786","450,952","463,113","465,606","331,279","349,477","337,661","353,219","64,86","2,79"
4/29/2017 10:00,"53,64","19,08","2288,4","518,196","394,899","100,424","177,883","301,104","299,328","298,828","299,927","299,152","300,765","296,634","448,846","458,247","465,314","328,036","350,659","336,661","353,771","64,86","2,79"
4/29/2017 10:00,"53,64","19,08","2276,55","522,986","396,989","100,452","177,884","300,006","299,799","298,828","299,927","301,66","300,452","298,358","448,132","440,87","450,302","339,463","357,732","345,851","350,229","64,86","2,79"
4/29/2017 10:00,"53,64","19,08","2267,98","523,024","399,308","10,048","177,885","299,65","299,642","299,684","299,984","300,747","302,135","299,741","449,106","436,721","446,629","351,401","363,807","349,665","347,544","64,86","2,79"
4/29/2017 10:00,"53,64","19,08","2243,56","521,282","401,713","100,509","177,886","299,572","299,249","300,86","300,062","298,551","304,566","300,996","450,714","437,53","447,206","363,53","369,508","351,464","345,181","64,86","2,79"
4/29/2017 10:00,"53,64","19,08","2228,52","519,539","404,118","100,537","177,888","299,493","298,857","302,036","300,141","296,355","306,997","302,25","452,322","438,338","447,784","375,66","375,209","353,263","342,817","64,86","2,79"
4/29/2017 10:00,"53,64","19,08","2222,74","523,378","402,963","100,565","177,889","299,916","299,114","299,409","300,575","296,477","297,891","300,772","451,465","454,972","442,214","376,563","358,084","356,674","342,642","64,86","2,79"
4/29/2017 10:00,"53,64","19,08","2208,35","526,497","399,57","100,594","17,789","300,045","298,913","298,051","300,602","298,638","299,861","299,336","451,747","463,582","443,253","349,696","344,797","367,465","345,606","64,86","2,79"
4/29/2017 10:00,"53,64","19,08","2193,96","525,865","397,195","100,622","177,891","299,927","298,502","298,329","300,308","300,526","305,327","299,041","451,835","461,261","448,709","329,024","346,423","374,289","351,636","64,86","2,79"
4/29/2017 10:00,"53,64","19,08","2180,24","522,344","397,026","10,065","177,893","299,927","298,248","298,709","300,169","300,906","304,06","299,548","450,392","456,361","453,377","334,881","358,176","372,028","359,909","64,86","2,79"
4/29/2017 10:00,"53,64","19,08","2170,55","521,827","401,198","100,643","177,904","299,927","299,014","300,413","300,03","299,652","299,436","298,756","444,164","450,467","453,544","326,577","355,508","354,085","357,199","64,86","2,79"
4/29/2017 10:00,"53,64","19,08","2148,77","523,255","405,979","100,619","177,921","299,886","300,988","302,002","299,927","297,434","297,201","297,77","438,578","445,972","453,948","319,11","345,574","339,743","351,367","64,86","2,79"
4/29/2017 10:00,"53,64","19,08","2123,97","526,322","406,821","100,595","177,938","299,728","305,089","301,528","299,927","294,595","306,191","297,928","441,093","446,785","460,92","332,569","333,713","356,225","350,971","64,86","2,79"
4/29/2017 10:00,"53,64","19,08","2099,59","529,726","404,42","100,571","177,954","299,842","299,714","299,31","299,792","296,773","298,24","297,545","444,805","446,2","453,588","335,572","339,885","326,17","345,507","64,86","2,79"
4/29/2017 10:00,"53,64","19,08","2099,5","531,616","397,95","100,548","177,971","299,927","293,718","297,808","299,777","297,755","296,751","297,22","451,106","443,402","451,133","340,96","346,554","328,407","342,09","64,86","2,79"
4/29/2017 10:00,"53,64","19,08","2077,62","531,387","387,755","100,524","177,987","299,927","289,112","297,592","299,921","296,435","305,812","297,236","459,774","438,825","456,782","350,666","349,749","375,547","342,12","64,86","2,79"
4/29/2017 10:00,"53,64","19,08","2056,64","525,506","391,787","10,05","178,004","299,927","293,497","299,709","299,77","297,04","304,602","301,47","455,296","449,739","451,212","347,709","335,725","354,734","342,879","64,86","2,79"
4/29/2017 10:00,"53,64","19,08","2042,64","521,791","396,406","100,476","17,802","299,835","293,377","301,047","299,707","297,29","304,102","301,656","457,431","461,385","444,606","357,789","326,915","334,371","345,739","64,86","2,79"
4/29/2017 10:00,"53,64","19,08","2039,1","520,859","400,559","100,452","178,037","299,725","291,925","301,418","299,743","297,432","303,87","299,541","462,426","469,141","439,135","372,995","324,541","320,062","348,504","64,86","2,79"
4/29/2017 10:00,"53,64","19,08","2035,57","525,304","400,936","100,429","178,054","299,819","298,42","300,006","299,931","298,185","302,647","299,823","459,646","457,981","441,677","370,652","333,978","330,378","344,486","64,86","2,79"
4/29/2017 10:00,"53,64","19,08","2025,43","529,748","401,312","100,405","17,807","299,913","304,914","298,594","300,119","298,938","301,423","300,105","456,865","446,82","444,22","368,31","343,415","340,694","340,468","64,86","2,79"
4/29/2017 10:00,"53,64","19,08","2002,05","531,118","402,061","100,381","178,087","299,927","302,671","299,365","300,081","299,438","301,505","299,756","454,084","448,214","450,342","363,689","349,03","348,332","340,863","64,86","2,79"
4/29/2017 10:00,"53,64","19,08","1970,58","531,965","402,874","100,357","178,103","299,927","298,939","300,507","300,005","299,895","301,81","299,299","451,304","451,748","457,074","358,679","353,993","355,515","342,011","64,86","2,79"
4/29/2017 10:00,"53,64","19,08","1964,75","532,811","403,686","100,333","17,812","299,927","295,208","301,649","299,929","300,352","302,115","298,842","448,523","455,282","463,806","353,67","358,957","362,697","343,158","64,86","2,79"
4/29/2017 10:00,"53,64","19,08","1955,11","532,388","394,669","10,031","178,136","300,573","302,035","302,007","300,411","300,689","295,504","302,38","440,715","459,136","454,895","353,803","372,87","362,918","345,626","64,86","2,79"
